id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0837955057885398e-26,0.0,0.0,0.0,0.0,1.8802296755681715e-14,0.0,4.050796409574917e-24,0.0,0.0,0.0,0.0,0.0,2.779851652024565e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0327738005167123e-25,0.0,0.0,2.2656195999104572e-30,1.0,0.0,0.0,0.0,0.0,7.26141519300753e-37,0.0,1.0470796130740013e-23,4.680856961088365e-35,0.0,0.0,0.0,1.2425808085474121e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062184315777489e-31,0.0,0.0,0.0,0.0,0.0,1.0412370973143072e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.398763320539775e-37,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2157793447322027e-31,0.0,1.7409989736764248e-14,0.0,5.526671741202703e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6221378650728245e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2723861625161183e-35,0.0,0.0,0.0,0.0,1.277408750059723e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0671981672601796e-37,0.0,0.0,0.0,0.0,1.357109736082062e-18,0.0,1.0068063358864163e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0187439745414605e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3468317590544145e-21,0.0,0.0,0.0,0.0,0.0,8.312009750278314e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701155543691804e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,3.80921801254275e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2979361125369125e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3230389808652692e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5043061699890623e-13,0.0,8.569519075717066e-24,0.0,0.0,0.0,0.0,0.0,1.2723415671450095e-32,0.0,0.0,0.0,2.341983926939812e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.316009384701065e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.785671110180582e-21,0.0,0.0,0.0,0.0,0.0,1.7080660256377342e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003686906537041068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0071242419180137e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51888798904495e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963130354881287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9741030527822274e-21,0.0,5.68291182848537e-30,0.0,0.0,0.0,0.0,0.0,1.7963379987247914e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86500561268057e-20,0.0,0.0,0.0,0.0
16,0.0,0.0,1.0114709936377994e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017941057682037354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.637664556848311e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1047615038035898e-38,0.9645681381225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017490725964307785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.615534605649583e-35,0.0,0.0,0.0,5.404332797248612e-12,0.0,0.0,0.0,0.0,0.0,1.0508433839420473e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1338316721602915e-24,0.0,0.0,0.0,0.0,1.4293200570759496e-35,3.441929629765389e-13,5.429257599054438e-10,0.0
19,0.0,0.0,2.3799013856943656e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95405665669322e-33,1.0,1.948138624985005e-29,0.0,0.0,2.204024293111191e-19,7.204525031073796e-21,0.0,0.0,1.1729067691300039e-37,8.624110732078678e-34,0.0,0.0,0.0,0.0,0.0,9.817346571176153e-19,2.7333140432199357e-25,0.0,0.0,0.0,0.0,0.0,0.0,1.6899566533625604e-32,0.0,0.0,0.0,4.1712936236825486e-38,1.8065817938839324e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.427028932918367e-29,5.3844212751279605e-30,0.0,1.0799255329138244e-24,0.0,4.864294188798579e-13,8.538257544445858e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.721861743628418e-35,1.0026916796856966e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.760359649442864e-36,0.0,0.0,0.0,6.733359744852555e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.525745732143854e-35,0.0,2.2164704545952496e-33,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144465040594903e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0377674852255757e-21,0.0,0.0,0.0,0.0,0.0,1.2028406656907333e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.473456634733843e-20,0.0,0.0,0.0,2.788292760926102e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0554000343648856e-27,0.0,6.707163300730681e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.327734341201823e-27,0.0,0.0,1.636842573707948e-19,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917815327644348,2.90430006433251e-13,0.0,0.0,0.0,0.0,4.773606048113003e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0935610425699457e-20,0.0,0.0,0.0,1.60437909508648e-19,0.0,0.0,7.628281798043563e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.618141833388018e-32,0.0,0.0,0.0,7.90299430942839e-35,0.0,0.0,0.0,0.0,7.081614985052638e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.7700892784842595e-27,9.566020580068153e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2118440201637287e-24,0.0,0.0,0.0,0.0,0.0,0.008218448609113693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
